textbox22,,,,,,,,,,,,,,,,,,,,,
generated on 11/02/2020 03:47:55 UTC,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Honduras,Region of the Americas of WHO,Central America and Caribbean,2020,5,1/27/2020,2/2/2020,,7,,,,,0,0,,0,1,1,1,6,No Report
Hungary,European Region of WHO,Eastern Europe,2019,49,12/2/2019,12/8/2019,,25,0,0,0,,4,4,0,0,0,0,4,,No Report
Hungary,European Region of WHO,Eastern Europe,2019,50,12/9/2019,12/15/2019,,23,0,0,0,,0,0,0,0,0,0,0,,No Report
Hungary,European Region of WHO,Eastern Europe,2019,51,12/16/2019,12/22/2019,,48,0,1,0,,0,1,0,0,0,0,1,,No Report
Hungary,European Region of WHO,Eastern Europe,2019,52,12/23/2019,12/29/2019,,9,0,0,0,,0,0,0,0,0,0,0,,No Report
Hungary,European Region of WHO,Eastern Europe,2020,1,12/30/2019,1/5/2020,,18,0,0,0,,2,2,0,0,0,0,2,,No Report
Hungary,European Region of WHO,Eastern Europe,2020,2,1/6/2020,1/12/2020,,47,0,4,0,,6,10,0,0,0,0,10,,No Report
Hungary,European Region of WHO,Eastern Europe,2020,3,1/13/2020,1/19/2020,,73,0,13,4,,13,30,0,0,1,1,31,,No Report
Hungary,European Region of WHO,Eastern Europe,2020,4,1/20/2020,1/26/2020,,125,0,15,3,,49,67,0,0,6,6,73,,No Report
Iceland,European Region of WHO,Northern Europe,2019,49,12/2/2019,12/8/2019,,42,0,0,1,,0,1,0,0,0,0,1,,No Report
Iceland,European Region of WHO,Northern Europe,2019,50,12/9/2019,12/15/2019,,67,0,5,3,,0,8,0,1,0,1,9,,No Report
Iceland,European Region of WHO,Northern Europe,2019,51,12/16/2019,12/22/2019,,70,0,2,8,,0,10,0,0,0,0,10,,No Report
Iceland,European Region of WHO,Northern Europe,2019,52,12/23/2019,12/29/2019,,88,0,4,9,,0,13,0,1,0,1,14,,No Report
Iceland,European Region of WHO,Northern Europe,2020,1,12/30/2019,1/5/2020,,80,0,4,7,,0,11,0,2,0,2,13,,No Report
Iceland,European Region of WHO,Northern Europe,2020,2,1/6/2020,1/12/2020,,73,0,5,3,,0,8,0,1,0,1,9,,No Report
Iceland,European Region of WHO,Northern Europe,2020,3,1/13/2020,1/19/2020,,111,0,7,6,,0,13,0,3,0,3,16,,No Report
Iceland,European Region of WHO,Northern Europe,2020,4,1/20/2020,1/26/2020,,107,0,11,12,,0,23,0,5,0,5,28,,No Report
India,South-East Asia Region of WHO,Southern Asia,2019,49,12/2/2019,12/8/2019,,,,1,2,,,3,,3,1,4,7,,Sporadic
India,South-East Asia Region of WHO,Southern Asia,2019,50,12/9/2019,12/15/2019,,,,3,2,,,5,,,4,4,9,,Sporadic
India,South-East Asia Region of WHO,Southern Asia,2019,51,12/16/2019,12/22/2019,,,,4,1,,,5,,,3,3,8,,Sporadic
India,South-East Asia Region of WHO,Southern Asia,2019,52,12/23/2019,12/29/2019,,,,7,4,,,11,,1,2,3,14,,Sporadic
India,South-East Asia Region of WHO,Southern Asia,2020,1,12/30/2019,1/5/2020,,,,2,1,,,3,,,0,0,3,,Sporadic
India,South-East Asia Region of WHO,Southern Asia,2020,2,1/6/2020,1/12/2020,,,,8,0,,,8,,,0,0,8,,Sporadic
India,South-East Asia Region of WHO,Southern Asia,2020,3,1/13/2020,1/19/2020,242,239,,10,0,,,10,0,0,2,2,12,,Sporadic
Indonesia,South-East Asia Region of WHO,South-East Asia,2019,49,12/2/2019,12/8/2019,4,4,,0,0,0,,0,,,1,1,1,3,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2019,50,12/9/2019,12/15/2019,0,0,,0,0,0,,0,,,0,0,0,0,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2019,51,12/16/2019,12/22/2019,0,0,,0,0,0,,0,,,0,0,0,0,No Report
Indonesia,South-East Asia Region of WHO,South-East Asia,2019,52,12/23/2019,12/29/2019,0,0,,0,0,0,,0,,,0,0,0,0,No Report
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2019,49,12/2/2019,12/8/2019,,2583,,408,3,0,564,975,0,0,42,42,1017,1566,No Report
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2019,50,12/9/2019,12/15/2019,,2075,,292,5,0,282,579,0,0,133,133,712,1271,No Report
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2019,51,12/16/2019,12/22/2019,,1257,,157,5,0,79,241,0,0,72,72,313,944,No Report
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2019,52,12/23/2019,12/29/2019,,728,,57,1,0,42,100,0,0,50,50,150,578,No Report
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2020,1,12/30/2019,1/5/2020,,662,,35,1,0,31,67,0,0,92,92,159,503,No Report
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2020,2,1/6/2020,1/12/2020,,510,,15,0,0,10,25,0,0,85,85,110,400,No Report
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2020,3,1/13/2020,1/19/2020,,373,,7,0,0,3,10,0,0,67,67,77,296,No Report
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2020,4,1/20/2020,1/26/2020,,454,,5,1,0,2,8,0,0,90,90,98,356,No Report
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2020,5,1/27/2020,2/2/2020,,399,,4,0,0,4,8,0,0,94,94,102,297,No Report
Iran (Islamic Republic of),Eastern Mediterranean Region of WHO,Southern Asia,2020,6,2/3/2020,2/9/2020,,412,,1,0,0,3,4,0,0,94,94,98,314,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2019,49,12/2/2019,12/8/2019,44,44,,28,,,,28,,,4,4,32,12,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2019,50,12/9/2019,12/15/2019,83,83,,29,,,,29,,,9,9,38,45,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2019,51,12/16/2019,12/22/2019,123,123,,41,,,,41,,,20,20,61,62,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2019,52,12/23/2019,12/29/2019,190,190,,60,,,,60,,,35,35,95,95,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2020,1,12/30/2019,1/5/2020,259,259,,29,28,,,57,,,38,38,95,164,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2020,2,1/6/2020,1/12/2020,183,183,,45,7,,,52,,,48,48,100,83,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2020,3,1/13/2020,1/19/2020,150,150,,17,4,,,21,,,24,24,45,105,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2020,4,1/20/2020,1/26/2020,126,126,,7,4,,,11,,,12,12,23,93,No Report
Iraq,Eastern Mediterranean Region of WHO,Western Asia,2020,5,1/27/2020,2/2/2020,99,99,,0,0,,,0,,,15,15,15,84,No Report
Ireland,European Region of WHO,Northern Europe,2019,49,12/2/2019,12/8/2019,,674,0,18,170,,0,188,0,1,13,14,202,,No Report
Ireland,European Region of WHO,Northern Europe,2019,50,12/9/2019,12/15/2019,,830,0,24,283,,0,307,0,2,15,17,324,,No Report
Ireland,European Region of WHO,Northern Europe,2019,51,12/16/2019,12/22/2019,,1131,0,26,397,,1,424,0,5,25,30,454,,No Report
Ireland,European Region of WHO,Northern Europe,2019,52,12/23/2019,12/29/2019,,786,0,30,294,,0,324,0,8,36,44,368,,No Report
Ireland,European Region of WHO,Northern Europe,2020,1,12/30/2019,1/5/2020,,986,0,48,237,,1,286,0,5,43,48,334,,No Report
Ireland,European Region of WHO,Northern Europe,2020,2,1/6/2020,1/12/2020,,916,0,39,120,,0,159,1,15,44,60,219,,No Report
Ireland,European Region of WHO,Northern Europe,2020,3,1/13/2020,1/19/2020,,587,0,23,35,,1,59,0,7,31,38,97,,No Report
Ireland,European Region of WHO,Northern Europe,2020,4,1/20/2020,1/26/2020,,510,0,4,21,,0,25,0,4,30,34,59,,No Report
Israel,European Region of WHO,Western Asia,2019,49,12/2/2019,12/8/2019,,382,0,75,2,,2,79,0,0,8,8,87,,No Report
Israel,European Region of WHO,Western Asia,2019,50,12/9/2019,12/15/2019,,463,0,109,1,,5,115,0,0,11,11,126,,No Report
Israel,European Region of WHO,Western Asia,2019,51,12/16/2019,12/22/2019,,534,0,131,0,,4,135,0,0,16,16,151,,No Report
Israel,European Region of WHO,Western Asia,2019,52,12/23/2019,12/29/2019,,606,0,159,0,,8,167,0,0,32,32,199,,No Report
Israel,European Region of WHO,Western Asia,2020,1,12/30/2019,1/5/2020,,738,0,237,3,,8,248,0,0,60,60,308,,No Report
Israel,European Region of WHO,Western Asia,2020,2,1/6/2020,1/12/2020,,736,0,183,2,,6,191,0,0,58,58,249,,No Report
Israel,European Region of WHO,Western Asia,2020,3,1/13/2020,1/19/2020,,706,0,167,1,,4,172,0,0,79,79,251,,No Report
Israel,European Region of WHO,Western Asia,2020,4,1/20/2020,1/26/2020,,643,0,116,2,,1,119,0,0,77,77,196,,No Report
Italy,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,642,642,,3,22,,1,26,,1,,1,27,615,Sporadic
Italy,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,624,624,,11,27,,0,38,,6,1,7,45,579,Sporadic
Italy,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,765,765,,7,42,,5,54,,6,15,21,75,690,Local Outbreak
Italy,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,594,594,,11,31,,,42,,5,17,22,64,526,Local Outbreak
Italy,European Region of WHO,South West Europe,2020,1,12/30/2019,1/5/2020,760,760,,25,29,,6,60,,3,22,25,85,675,Local Outbreak
Italy,European Region of WHO,South West Europe,2020,2,1/6/2020,1/12/2020,902,902,,51,65,,7,123,,9,33,42,165,737,Regional Outbreak
Italy,European Region of WHO,South West Europe,2020,3,1/13/2020,1/19/2020,1118,1118,,99,80,,13,192,,21,62,83,275,843,Regional Outbreak
Italy,European Region of WHO,South West Europe,2020,4,1/20/2020,1/26/2020,1188,1188,,103,138,,23,264,,36,89,125,389,799,Regional Outbreak
Italy,European Region of WHO,South West Europe,2020,5,1/27/2020,2/2/2020,1257,1102,,79,136,,41,256,,32,87,119,375,727,Widespread Outbreak
Jamaica,Region of the Americas of WHO,Central America and Caribbean,2019,49,12/2/2019,12/8/2019,,24,0,0,4,,0,4,0,0,1,1,5,19,No Report
Jamaica,Region of the Americas of WHO,Central America and Caribbean,2019,50,12/9/2019,12/15/2019,,24,0,0,1,,0,1,0,0,0,0,1,23,No Report
Jamaica,Region of the Americas of WHO,Central America and Caribbean,2019,51,12/16/2019,12/22/2019,,10,0,0,0,,0,0,0,0,0,0,0,10,No Report
Jamaica,Region of the Americas of WHO,Central America and Caribbean,2019,52,12/23/2019,12/29/2019,,8,0,0,0,,0,0,0,0,1,1,1,7,No Report
Jamaica,Region of the Americas of WHO,Central America and Caribbean,2020,1,12/30/2019,1/5/2020,,36,0,2,1,,0,3,0,0,0,0,3,33,No Report
Jamaica,Region of the Americas of WHO,Central America and Caribbean,2020,2,1/6/2020,1/12/2020,,18,0,3,0,,0,3,0,0,0,0,3,15,No Report
Jamaica,Region of the Americas of WHO,Central America and Caribbean,2020,3,1/13/2020,1/19/2020,,10,0,2,0,,0,2,0,0,1,1,3,7,No Report
Jamaica,Region of the Americas of WHO,Central America and Caribbean,2020,4,1/20/2020,1/26/2020,,29,0,2,0,,2,4,0,0,1,1,5,24,No Report
Jamaica,Region of the Americas of WHO,Central America and Caribbean,2020,5,1/27/2020,2/2/2020,,16,0,0,0,,2,2,0,4,0,4,6,10,No Report
Japan,Western Pacific Region of WHO,Eastern Asia,2019,49,12/2/2019,12/8/2019,,,0,283,6,0,0,289,0,5,0,5,294,,Regional Outbreak
Japan,Western Pacific Region of WHO,Eastern Asia,2019,50,12/9/2019,12/15/2019,,,0,342,4,0,0,346,1,3,0,4,350,,Widespread Outbreak
Japan,Western Pacific Region of WHO,Eastern Asia,2019,51,12/16/2019,12/22/2019,,,0,292,5,0,0,297,0,9,0,9,306,,Widespread Outbreak
Japan,Western Pacific Region of WHO,Eastern Asia,2019,52,12/23/2019,12/29/2019,,,0,178,2,0,0,180,0,12,0,12,192,,Widespread Outbreak
Japan,Western Pacific Region of WHO,Eastern Asia,2020,1,12/30/2019,1/5/2020,,,0,30,0,0,0,30,0,3,0,3,33,,Widespread Outbreak
Japan,Western Pacific Region of WHO,Eastern Asia,2020,2,1/6/2020,1/12/2020,,,0,103,3,0,0,106,0,11,0,11,117,,Widespread Outbreak
Japan,Western Pacific Region of WHO,Eastern Asia,2020,3,1/13/2020,1/19/2020,,,0,49,0,0,0,49,0,5,0,5,54,,Widespread Outbreak
Japan,Western Pacific Region of WHO,Eastern Asia,2020,4,1/20/2020,1/26/2020,,,0,24,1,0,0,25,0,1,0,1,26,,Widespread Outbreak
Jordan,Eastern Mediterranean Region of WHO,Western Asia,2019,49,12/2/2019,12/8/2019,84,84,,18,2,0,0,20,0,0,9,9,29,55,No Report
Jordan,Eastern Mediterranean Region of WHO,Western Asia,2019,50,12/9/2019,12/15/2019,91,92,,44,7,0,0,51,0,0,0,0,51,40,No Report
Jordan,Eastern Mediterranean Region of WHO,Western Asia,2019,51,12/16/2019,12/22/2019,311,311,,119,60,0,0,179,0,0,0,0,179,132,No Report
Kazakhstan,European Region of WHO,Central Asia,2019,49,12/2/2019,12/8/2019,,128,0,0,0,,0,0,0,0,9,9,9,,No Report
Kazakhstan,European Region of WHO,Central Asia,2019,50,12/9/2019,12/15/2019,,184,0,3,0,,0,3,0,0,23,23,26,,No Report
Kazakhstan,European Region of WHO,Central Asia,2019,51,12/16/2019,12/22/2019,,46,0,0,0,,0,0,0,0,1,1,1,,No Report
Kazakhstan,European Region of WHO,Central Asia,2019,52,12/23/2019,12/29/2019,,36,0,5,0,,5,10,0,0,8,8,18,,No Report
Kazakhstan,European Region of WHO,Central Asia,2020,1,12/30/2019,1/5/2020,,51,0,1,0,,0,1,0,0,14,14,15,,No Report
Kazakhstan,European Region of WHO,Central Asia,2020,2,1/6/2020,1/12/2020,,190,0,13,5,,0,18,0,0,51,51,69,,No Report
Kazakhstan,European Region of WHO,Central Asia,2020,3,1/13/2020,1/19/2020,,201,2,28,3,,0,33,0,0,30,30,63,,No Report
Kazakhstan,European Region of WHO,Central Asia,2020,4,1/20/2020,1/26/2020,,224,0,30,9,,0,39,0,0,29,29,68,,No Report
Kosovo (in accordance with Security Council resolution 1244 (1999)),European Region of WHO,Eastern Europe,2019,49,12/2/2019,12/8/2019,,16,0,2,0,,0,2,0,0,0,0,2,,No Report
Kosovo (in accordance with Security Council resolution 1244 (1999)),European Region of WHO,Eastern Europe,2019,50,12/9/2019,12/15/2019,,13,0,0,0,,0,0,0,0,0,0,0,,No Report
Kosovo (in accordance with Security Council resolution 1244 (1999)),European Region of WHO,Eastern Europe,2019,51,12/16/2019,12/22/2019,,13,0,0,0,,0,0,0,0,0,0,0,,No Report
Kosovo (in accordance with Security Council resolution 1244 (1999)),European Region of WHO,Eastern Europe,2019,52,12/23/2019,12/29/2019,,15,0,0,0,,2,2,0,0,0,0,2,,No Report
Kosovo (in accordance with Security Council resolution 1244 (1999)),European Region of WHO,Eastern Europe,2020,1,12/30/2019,1/5/2020,,12,0,0,0,,1,1,0,0,0,0,1,,No Report
Kosovo (in accordance with Security Council resolution 1244 (1999)),European Region of WHO,Eastern Europe,2020,2,1/6/2020,1/12/2020,,27,0,0,0,,2,2,0,0,3,3,5,,No Report
Kosovo (in accordance with Security Council resolution 1244 (1999)),European Region of WHO,Eastern Europe,2020,3,1/13/2020,1/19/2020,,34,0,0,0,,8,8,0,0,2,2,10,,No Report
Kosovo (in accordance with Security Council resolution 1244 (1999)),European Region of WHO,Eastern Europe,2020,4,1/20/2020,1/26/2020,,49,0,0,0,,13,13,0,0,10,10,23,,No Report
Kuwait,Eastern Mediterranean Region of WHO,Western Asia,2019,49,12/2/2019,12/8/2019,898,898,,,,,431,431,,,83,83,514,384,No Report
Kuwait,Eastern Mediterranean Region of WHO,Western Asia,2019,50,12/9/2019,12/15/2019,739,739,,,,,271,271,,,54,54,325,414,No Report
Kuwait,Eastern Mediterranean Region of WHO,Western Asia,2019,51,12/16/2019,12/22/2019,610,610,,,,,162,162,,,41,41,203,407,No Report
Kuwait,Eastern Mediterranean Region of WHO,Western Asia,2019,52,12/23/2019,12/29/2019,405,405,,,,,63,63,,,25,25,88,340,No Report
Kuwait,Eastern Mediterranean Region of WHO,Western Asia,2020,1,12/30/2019,1/5/2020,280,280,,,,,58,58,,,13,13,71,209,No Report
Kuwait,Eastern Mediterranean Region of WHO,Western Asia,2020,2,1/6/2020,1/12/2020,274,274,,,,,43,43,,,25,25,68,206,No Report
Kuwait,Eastern Mediterranean Region of WHO,Western Asia,2020,3,1/13/2020,1/19/2020,157,157,,,,,,0,,,5,5,5,124,No Report
Kuwait,Eastern Mediterranean Region of WHO,Western Asia,2020,4,1/20/2020,1/26/2020,117,117,,,,,29,29,,,6,6,35,82,No Report
Kyrgyzstan,European Region of WHO,Central Asia,2019,49,12/2/2019,12/8/2019,,35,0,0,9,,0,9,0,0,4,4,13,,No Report
Kyrgyzstan,European Region of WHO,Central Asia,2019,50,12/9/2019,12/15/2019,,52,0,0,15,,0,15,0,0,3,3,18,,No Report
Kyrgyzstan,European Region of WHO,Central Asia,2019,51,12/16/2019,12/22/2019,,90,0,0,20,,0,20,0,0,29,29,49,,No Report
Kyrgyzstan,European Region of WHO,Central Asia,2019,52,12/23/2019,12/29/2019,,98,0,0,18,,0,18,0,0,50,50,68,,No Report
Kyrgyzstan,European Region of WHO,Central Asia,2020,1,12/30/2019,1/5/2020,,59,0,0,11,,0,11,0,0,28,28,39,,No Report
Kyrgyzstan,European Region of WHO,Central Asia,2020,2,1/6/2020,1/12/2020,,80,0,1,6,,0,7,0,0,48,48,55,,No Report
Kyrgyzstan,European Region of WHO,Central Asia,2020,4,1/20/2020,1/26/2020,,96,0,1,12,,0,13,0,0,26,26,39,,No Report
Latvia,European Region of WHO,Northern Europe,2019,49,12/2/2019,12/8/2019,,110,0,0,10,,1,11,0,37,0,37,48,,No Report
Latvia,European Region of WHO,Northern Europe,2019,50,12/9/2019,12/15/2019,,132,0,3,7,,10,20,0,10,35,45,65,,No Report
Latvia,European Region of WHO,Northern Europe,2019,51,12/16/2019,12/22/2019,,150,0,2,12,,3,17,0,0,56,56,73,,No Report
Latvia,European Region of WHO,Northern Europe,2019,52,12/23/2019,12/29/2019,,89,0,0,0,,10,10,0,0,17,17,27,,No Report
Latvia,European Region of WHO,Northern Europe,2020,1,12/30/2019,1/5/2020,,77,0,0,3,,6,9,0,14,5,19,28,,No Report
Latvia,European Region of WHO,Northern Europe,2020,2,1/6/2020,1/12/2020,,109,0,0,0,,6,6,0,0,16,16,22,,No Report
Latvia,European Region of WHO,Northern Europe,2020,3,1/13/2020,1/19/2020,,60,0,1,1,,3,5,0,1,4,5,10,,No Report
Latvia,European Region of WHO,Northern Europe,2020,4,1/20/2020,1/26/2020,,85,0,1,5,,10,16,0,4,5,9,25,,No Report
Lebanon,Eastern Mediterranean Region of WHO,Western Asia,2019,49,12/2/2019,12/8/2019,17,17,0,2,0,0,0,2,0,5,0,5,7,10,No Report
Lebanon,Eastern Mediterranean Region of WHO,Western Asia,2019,50,12/9/2019,12/15/2019,8,8,0,2,0,0,0,2,0,6,0,6,8,0,No Report
Lebanon,Eastern Mediterranean Region of WHO,Western Asia,2019,51,12/16/2019,12/22/2019,26,26,0,1,1,0,0,2,1,16,0,17,19,8,No Report
Lebanon,Eastern Mediterranean Region of WHO,Western Asia,2019,52,12/23/2019,12/29/2019,18,18,0,3,0,0,0,3,0,7,0,7,10,8,No Report
Lebanon,Eastern Mediterranean Region of WHO,Western Asia,2020,1,12/30/2019,1/5/2020,16,16,0,1,0,0,0,1,0,7,0,7,8,8,No Report
Lebanon,Eastern Mediterranean Region of WHO,Western Asia,2020,2,1/6/2020,1/12/2020,52,52,0,11,0,0,0,11,0,38,0,38,49,11,No Report
Lebanon,Eastern Mediterranean Region of WHO,Western Asia,2020,3,1/13/2020,1/19/2020,38,38,0,6,0,0,0,6,0,9,0,9,15,23,No Report
Lebanon,Eastern Mediterranean Region of WHO,Western Asia,2020,4,1/20/2020,1/26/2020,123,122,0,14,4,0,0,18,0,63,0,63,81,44,No Report
Lebanon,Eastern Mediterranean Region of WHO,Western Asia,2020,5,1/27/2020,2/2/2020,49,48,0,11,3,0,0,14,0,18,0,18,32,18,No Report
Lithuania,European Region of WHO,Northern Europe,2019,49,12/2/2019,12/8/2019,,15,0,6,3,,0,9,0,1,0,1,10,,No Report
Lithuania,European Region of WHO,Northern Europe,2019,50,12/9/2019,12/15/2019,,26,0,7,5,,0,12,0,0,0,0,12,,No Report
Lithuania,European Region of WHO,Northern Europe,2019,51,12/16/2019,12/22/2019,,31,0,10,9,,2,21,0,0,0,0,21,,No Report
Lithuania,European Region of WHO,Northern Europe,2019,52,12/23/2019,12/29/2019,,50,0,19,15,,0,34,0,2,0,2,36,,No Report
Lithuania,European Region of WHO,Northern Europe,2020,1,12/30/2019,1/5/2020,,43,0,14,8,,0,22,0,2,0,2,24,,No Report
Lithuania,European Region of WHO,Northern Europe,2020,2,1/6/2020,1/12/2020,,58,0,25,10,,0,35,0,6,0,6,41,,No Report
Lithuania,European Region of WHO,Northern Europe,2020,3,1/13/2020,1/19/2020,,69,0,40,5,,0,45,0,0,0,0,45,,No Report
Lithuania,European Region of WHO,Northern Europe,2020,4,1/20/2020,1/26/2020,,101,0,31,22,,2,55,0,10,1,11,66,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,,21,0,2,2,,0,4,0,0,2,2,6,,No Report
Luxembourg,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,,9,0,0,4,,0,4,0,0,0,0,4,,No Report
Luxembourg,European Region of WHO,South West Europe,2020,1,12/30/2019,1/5/2020,,16,0,0,0,,0,0,0,0,2,2,2,,No Report
Luxembourg,European Region of WHO,South West Europe,2020,2,1/6/2020,1/12/2020,,46,0,6,2,,0,8,0,0,4,4,12,,No Report
Luxembourg,European Region of WHO,South West Europe,2020,3,1/13/2020,1/19/2020,,47,0,4,4,,0,8,0,0,13,13,21,,No Report
Luxembourg,European Region of WHO,South West Europe,2020,4,1/20/2020,1/26/2020,,80,0,15,3,,0,18,0,0,15,15,33,,No Report
Madagascar,African Region of WHO,Eastern Africa,2019,49,12/2/2019,12/8/2019,10,10,,0,0,0,0,0,0,0,2,2,2,8,Sporadic
Madagascar,African Region of WHO,Eastern Africa,2019,50,12/9/2019,12/15/2019,43,43,,8,0,0,0,8,0,12,4,16,24,19,Local Outbreak
Madagascar,African Region of WHO,Eastern Africa,2019,51,12/16/2019,12/22/2019,11,11,,0,0,0,0,0,0,6,0,6,6,5,Local Outbreak
Madagascar,African Region of WHO,Eastern Africa,2019,52,12/23/2019,12/29/2019,6,6,,0,0,0,0,0,0,2,2,4,4,4,Sporadic
Madagascar,African Region of WHO,Eastern Africa,2020,1,12/30/2019,1/5/2020,15,15,,7,0,0,0,7,0,1,0,1,8,7,Local Outbreak
Madagascar,African Region of WHO,Eastern Africa,2020,2,1/6/2020,1/12/2020,11,22,,6,0,0,0,6,0,4,0,4,10,12,Local Outbreak
Madagascar,African Region of WHO,Eastern Africa,2020,3,1/13/2020,1/19/2020,23,23,,7,0,0,0,7,0,1,1,2,9,15,Sporadic
Madagascar,African Region of WHO,Eastern Africa,2020,4,1/20/2020,1/26/2020,27,22,,5,0,0,0,5,0,0,2,2,7,15,Sporadic
Madagascar,African Region of WHO,Eastern Africa,2020,5,1/27/2020,2/2/2020,17,13,,2,0,0,0,2,0,0,1,1,3,10,Sporadic
Malaysia,Western Pacific Region of WHO,South-East Asia,2019,49,12/2/2019,12/8/2019,92,91,0,8,5,,13,26,,,0,0,26,,Sporadic
Malaysia,Western Pacific Region of WHO,South-East Asia,2019,50,12/9/2019,12/15/2019,104,102,0,12,3,,13,28,,,12,12,40,,Sporadic
Malaysia,Western Pacific Region of WHO,South-East Asia,2019,51,12/16/2019,12/22/2019,105,91,0,26,10,,3,39,,,8,8,47,,Sporadic
Malaysia,Western Pacific Region of WHO,South-East Asia,2019,52,12/23/2019,12/29/2019,77,74,0,19,5,,3,27,,,3,3,30,,Sporadic
Malaysia,Western Pacific Region of WHO,South-East Asia,2020,1,12/30/2019,1/5/2020,96,90,0,21,2,,7,30,,,4,4,34,,Sporadic
Malaysia,Western Pacific Region of WHO,South-East Asia,2020,2,1/6/2020,1/12/2020,118,112,0,8,3,,7,18,,,2,2,20,,Sporadic
Malta,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,,280,0,0,1,,0,1,0,0,2,2,3,,No Report
Malta,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,,200,0,1,2,,0,3,0,0,2,2,5,,No Report
Martinique,Region of the Americas of WHO,Central America and Caribbean,2019,49,12/2/2019,12/8/2019,2,2,,,,,,0,,,0,0,0,2,No Report
Martinique,Region of the Americas of WHO,Central America and Caribbean,2019,50,12/9/2019,12/15/2019,0,0,,,,,,0,,,0,0,0,0,No Report
Martinique,Region of the Americas of WHO,Central America and Caribbean,2019,51,12/16/2019,12/22/2019,0,0,,,,,,0,,,0,0,0,0,No Report
Martinique,Region of the Americas of WHO,Central America and Caribbean,2019,52,12/23/2019,12/29/2019,0,0,,,,,,0,,,0,0,0,0,No Report
Martinique,Region of the Americas of WHO,Central America and Caribbean,2020,1,12/30/2019,1/5/2020,0,0,,,,,,0,,,0,0,0,,No Report
Martinique,Region of the Americas of WHO,Central America and Caribbean,2020,2,1/6/2020,1/12/2020,0,0,,,,,,0,,,0,0,0,,No Report
Martinique,Region of the Americas of WHO,Central America and Caribbean,2020,3,1/13/2020,1/19/2020,0,0,,,,,,0,,,0,0,0,,No Report
Mauritius,African Region of WHO,Eastern Africa,2019,49,12/2/2019,12/8/2019,45,38,,0,2,0,0,2,,,0,0,2,,No Report
Mexico,Region of the Americas of WHO,Central America and Caribbean,2019,49,12/2/2019,12/8/2019,,667,0,34,69,,0,103,4,9,6,19,122,540,No Report
Mexico,Region of the Americas of WHO,Central America and Caribbean,2019,50,12/9/2019,12/15/2019,,710,0,65,83,,0,148,1,9,4,14,162,542,No Report
Mexico,Region of the Americas of WHO,Central America and Caribbean,2019,51,12/16/2019,12/22/2019,,654,0,108,98,,0,206,4,11,2,17,223,424,No Report
Mexico,Region of the Americas of WHO,Central America and Caribbean,2019,52,12/23/2019,12/29/2019,,612,0,126,85,,0,211,4,10,0,14,225,380,No Report
Mexico,Region of the Americas of WHO,Central America and Caribbean,2020,1,12/30/2019,1/5/2020,,663,0,142,56,,0,198,4,25,7,36,234,416,No Report
Mexico,Region of the Americas of WHO,Central America and Caribbean,2020,2,1/6/2020,1/12/2020,,911,0,226,70,,0,296,7,44,8,59,355,548,No Report
